cik,company,period_of_report,gvkey,datadate,filename,can_label,qualified,label,bankruptcy_prediction_split,bankruptcy_date_1,bankruptcy_date_2,bankruptcy_date_3,filing_date,cik_year,gc_list,year,accessionNumber,form,primaryDocument,isXBRL,reportDateIndex,revenue,sga_expenses,gross_profit,cost_of_goods_sold,operating_expenses,operating_income,interest_expense,pretax_income,income_taxes,net_income,earnings_per_share_basic,earnings_per_share_diluted,goodwill,assets,current_assets,noncurrent_assets,cash_and_cash_equivalents,short_term_investments,accounts_receivable,inventory,property_plant_and_equipment_net,accounts_payable,current_liabilities,long_term_debt,noncurrent_liabilities,liabilities,net_cash_from_operating_activities,net_cash_from_investing_activities,net_cash_from_financing_activities,cash_end_of_period,depreciation_and_amortization,capital_expenditures,accumulated_other_comprehensive_income,stockholders_equity
1750,AAR CORP,2020-05-31,1004,31/05/2020,/2020/1750_10K_2020_0001104659-20-085310.json,True,Yes,False,test,,,,2020-07-21,1750__2020,[],2020,0001104659-20-085310,10-K,air-20200531x10k.htm,1,370,2072000000.000000,220600000.000000,,,2028800000.000000,-2100000.000000,9300000.000000,4400000.000000,-2100000.000000,4400000.000000,0.120000,0.130000,115700000.000000,2079000000.000000,1438700000.000000,77200000.000000,20000000.000000,383100000.000000,171900000.000000,623100000.000000,135700000.000000,191600000.000000,34400000.000000,600000000.000000,34400000.000000,34400000.000000,-36100000.000000,2800000.000000,-1300000.000000,2300000.000000,43700000.000000,23600000.000000,,902600000.000000
1750,AAR CORP,2021-05-31,1004,31/05/2021,/2021/1750_10K_2021_0001104659-21-094125.json,True,Yes,False,test,,,,2021-07-21,1750__2021,[],2021,0001104659-21-094125,10-K,air-20210531x10k.htm,1,295,1652300000.000000,182400000.000000,,,1567300000.000000,4300000.000000,5000000.000000,35800000.000000,4300000.000000,35800000.000000,1.010000,1.000000,,1539700000.000000,937000000.000000,98800000.000000,8400000.000000,336800000.000000,166700000.000000,540600000.000000,120000000.000000,127200000.000000,29500000.000000,133700000.000000,29500000.000000,29500000.000000,105200000.000000,-800000.000000,-1300000.000000,108500000.000000,36300000.000000,11300000.000000,,974400000.000000
61478,ADC TELECOMMUNICATIONS INC,2003-10-31,1013,31/10/2003,/2003/61478_10K_2003_0001206774-04-000013.json,True,Yes,False,train,,,,2004-01-15,61478__2003,[],2004,0001206774-04-000013,10-K,d13773.htm,0,661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61478,ADC TELECOMMUNICATIONS INC,2004-10-31,1013,31/10/2004,/2004/61478_10K_2004_0001206774-05-000032.json,True,Yes,False,train,,,,2005-01-14,61478__2004,[],2005,0001206774-05-000032,10-K,d16006.htm,0,583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61478,ADC TELECOMMUNICATIONS INC,2005-10-31,1013,31/10/2005,/2005/61478_10K_2005_0000950134-06-000594.json,True,Yes,False,train,,,,2006-01-17,61478__2005,[],2006,0000950134-06-000594,10-K,c01109e10vk.htm,0,502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61478,ADC TELECOMMUNICATIONS INC,2006-10-31,1013,31/10/2006,/2006/61478_10K_2006_0000950137-07-000193.json,True,Yes,False,train,,,,2007-01-09,61478__2006,[],2007,0000950137-07-000193,10-K,c11187e10vk.htm,0,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61478,ADC TELECOMMUNICATIONS INC,2007-10-31,1013,31/10/2007,/2007/61478_10K_2007_0000950137-07-018659.json,True,Yes,False,train,,,,2007-12-18,61478__2007,[],2007,0000950137-07-018659,10-K,c22309e10vk.htm,0,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61478,ADC TELECOMMUNICATIONS INC,2008-10-31,1013,31/10/2008,/2008/61478_10K_2008_0000950152-08-010514.json,True,Yes,False,train,,,,2008-12-22,61478__2008,[],2008,0000950152-08-010514,10-K,n48172e10vk.htm,0,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61478,ADC TELECOMMUNICATIONS INC,2009-09-30,1013,30/09/2009,/2009/61478_10KT_2009_0000950123-09-064850.json,True,Yes,False,train,,,,2009-11-23,61478__2009,[],2009,0000950123-09-064850,10-KT,n54727e10vkt.htm,0,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61478,ADC TELECOMMUNICATIONS INC,2010-09-30,1013,30/09/2010,/2010/61478_10K_2010_0000950123-10-108231.json,True,Yes,False,train,,,,2010-11-23,61478__2010,[],2010,0000950123-10-108231,10-K,c61492e10vk.htm,0,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730469,ALPHARMA INC,2003-12-31,1034,31/12/2003,/2003/730469_10K_2003_0000730469-04-000058.json,True,Yes,False,train,,,,2004-03-12,730469__2003,[],2004,0000730469-04-000058,10-K,alo10k2003master.htm,0,536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730469,ALPHARMA INC,2004-12-31,1034,31/12/2004,/2004/730469_10K_2004_0000730469-05-000021.json,True,Yes,False,train,,,,2005-03-31,730469__2004,[],2005,0000730469-05-000021,10-K,alo10k2004final.htm,0,473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730469,ALPHARMA INC,2005-12-31,1034,31/12/2005,/2005/730469_10K_2005_0000730469-06-000027.json,True,Yes,False,train,,,,2006-03-16,730469__2005,[],2006,0000730469-06-000027,10-K,alo10k2005.htm,0,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730469,ALPHARMA INC,2006-12-31,1034,31/12/2006,/2006/730469_10K_2006_0000730469-07-000017.json,True,Yes,False,train,,,,2007-03-01,730469__2006,[],2007,0000730469-07-000017,10-K,alo10k2006.htm,0,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730469,ALPHARMA INC,2007-12-31,1034,31/12/2007,/2007/730469_10K_2007_0000730469-08-000102.json,True,Yes,False,train,,,,2008-02-27,730469__2007,[],2008,0000730469-08-000102,10-K,alpharmainc_10k.htm,0,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,AMR CORP,2003-12-31,1045,31/12/2003,/2003/6201_10K_2003_0000950134-04-002668.json,True,Yes,False,train,2011-11-29,,,2004-02-27,6201__2003,[],2004,0000950134-04-002668,10-K,d12953e10vk.htm,0,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,AMR CORP,2004-12-31,1045,31/12/2004,/2004/6201_10K_2004_0000950134-05-003726.json,True,Yes,False,train,2011-11-29,,,2005-02-25,6201__2004,[],2005,0000950134-05-003726,10-K,d22731e10vk.htm,0,1820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,AMR CORP,2005-12-31,1045,31/12/2005,/2005/6201_10K_2005_0000950134-06-003715.json,True,Yes,False,train,2011-11-29,,,2006-02-24,6201__2005,[],2006,0000950134-06-003715,10-K,d33303e10vk.htm,0,1632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,AMR CORP,2006-12-31,1045,31/12/2006,/2006/6201_10K_2006_0000950134-07-003888.json,True,Yes,False,train,2011-11-29,,,2007-02-23,6201__2006,[],2007,0000950134-07-003888,10-K,d43815e10vk.htm,0,1433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,AMR CORP,2008-12-31,1045,31/12/2008,/2008/6201_10K_2008_0000006201-09-000009.json,True,Yes,False,train,2011-11-29,,,2009-02-19,6201__2008,[],2009,0000006201-09-000009,10-K,ar120810k.htm,0,1051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,AMR CORP,2009-12-31,1045,31/12/2009,/2009/6201_10K_2009_0000006201-10-000006.json,True,Yes,False,train,2011-11-29,,,2010-02-17,6201__2009,[],2010,0000006201-10-000006,10-K,ar123109.htm,0,846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6201,AMR CORP,2010-12-31,1045,31/12/2010,/2010/6201_10K_2010_0000950123-11-014726.json,True,Yes,True,train,2011-11-29,,,2011-02-16,6201__2010,[],2011,0000950123-11-014726,10-K,d78201e10vk.htm,1,714,22170000000.000000,976000000.000000,,,976000000.000000,-48000000.000000,2729000000.000000,-471000000.000000,-814000000.000000,308000000.000000,-1.410000,-1.410000,,25088000000.000000,6838000000.000000,7877000000.000000,168000000.000000,4328000000.000000,738000000.000000,594000000.000000,5173000000.000000,1156000000.000000,7877000000.000000,8756000000.000000,7877000000.000000,-3945000000.000000,1241000000.000000,0.000000,804000000.000000,1241000000.000000,967000000.000000,,,-3945000000.000000
6201,AMR CORP,2011-12-31,1045,31/12/2011,/2011/6201_10K_2011_0001193125-12-063516.json,True,Yes,False,train,2011-11-29,,,2012-02-15,6201__2011,['Bankruptcy'],2012,0001193125-12-063516,10-K,d259681d10k.htm,1,586,23979000000.000000,1062000000.000000,,518000000.000000,1062000000.000000,-47000000.000000,2907000000.000000,-1979000000.000000,-807000000.000000,-1054000000.000000,-5.910000,-5.910000,,23848000000.000000,6757000000.000000,9204000000.000000,283000000.000000,3718000000.000000,902000000.000000,617000000.000000,5131000000.000000,1007000000.000000,9204000000.000000,6702000000.000000,9204000000.000000,-7111000000.000000,680000000.000000,-53000000.000000,727000000.000000,680000000.000000,954000000.000000,,,-7111000000.000000
6201,AMR CORP,2012-12-31,1045,31/12/2012,/2012/6201_10K_2012_0000006201-13-000023.json,True,Yes,False,train,2011-11-29,,,2013-02-20,6201__2012,['Bankruptcy'],2013,0000006201-13-000023,10-K,amr-10kx20121231.htm,1,422,24855000000.000000,1050000000.000000,,536000000.000000,1050000000.000000,242000000.000000,2892000000.000000,-1876000000.000000,-344000000.000000,107000000.000000,-5.600000,-5.600000,,23510000000.000000,7072000000.000000,6780000000.000000,480000000.000000,3412000000.000000,1124000000.000000,580000000.000000,5101000000.000000,1244000000.000000,6780000000.000000,6735000000.000000,6780000000.000000,-7987000000.000000,1279000000.000000,-1571000000.000000,489000000.000000,215000000.000000,915000000.000000,,,-7987000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2013-12-31,1045,31/12/2013,/2013/6201_10K_2013_0000006201-14-000004.json,True,Yes,False,train,2011-11-29,,,2014-02-28,6201__2013,[],2014,0000006201-14-000004,10-K,aagaa10k-20131231.htm,1,35,26743000000.000000,1158000000.000000,,,1158000000.000000,-88000000.000000,2969000000.000000,-1834000000.000000,-924000000.000000,1399000000.000000,-11.250000,-11.250000,4086000000.000000,42278000000.000000,14323000000.000000,5828000000.000000,1140000000.000000,8111000000.000000,1560000000.000000,1012000000.000000,5585000000.000000,1368000000.000000,5828000000.000000,15353000000.000000,31203000000.000000,-2731000000.000000,675000000.000000,-3814000000.000000,3799000000.000000,95000000.000000,1020000000.000000,,,-2731000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2014-12-31,1045,31/12/2014,/2014/6201_10K_2014_0001193125-15-061145.json,True,Yes,False,train,2011-11-29,,,2015-02-25,6201__2014,[],2015,0001193125-15-061145,10-K,d829913d10k.htm,1,936,42650000000.000000,,,,1544000000.000000,-181000000.000000,4118000000.000000,2882000000.000000,-1037000000.000000,4249000000.000000,4.020000,3.930000,4091000000.000000,43771000000.000000,12112000000.000000,1260000000.000000,994000000.000000,6309000000.000000,1771000000.000000,1004000000.000000,5900000000.000000,1377000000.000000,7562000000.000000,16196000000.000000,7562000000.000000,2021000000.000000,3080000000.000000,-2911000000.000000,811000000.000000,52000000.000000,1513000000.000000,33000000.000000,,2021000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2015-12-31,1045,31/12/2015,/2015/6201_10K_2015_0001193125-16-474605.json,True,Yes,False,test,2011-11-29,,,2016-02-24,6201__2015,[],2016,0001193125-16-474605,10-K,d78287d10k.htm,1,823,40990000000.000000,,,,1394000000.000000,-747000000.000000,4374000000.000000,7610000000.000000,-1588000000.000000,6204000000.000000,11.390000,11.070000,4091000000.000000,48415000000.000000,9985000000.000000,748000000.000000,390000000.000000,5864000000.000000,1425000000.000000,863000000.000000,6402000000.000000,1563000000.000000,7450000000.000000,18330000000.000000,7450000000.000000,5635000000.000000,6249000000.000000,-5594000000.000000,43000000.000000,273000000.000000,1609000000.000000,35000000.000000,,5635000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2016-12-31,1045,31/12/2016,/2016/6201_10K_2016_0001193125-17-051216.json,True,Yes,False,test,2011-11-29,,,2017-02-22,6201__2016,[],2017,0001193125-17-051216,10-K,d286458d10k.htm,1,697,40180000000.000000,,,,1323000000.000000,-57000000.000000,4525000000.000000,2676000000.000000,-985000000.000000,5284000000.000000,4.850000,4.810000,4091000000.000000,51274000000.000000,10324000000.000000,639000000.000000,322000000.000000,6037000000.000000,1594000000.000000,1094000000.000000,31159000000.000000,1592000000.000000,7842000000.000000,22489000000.000000,7842000000.000000,3785000000.000000,6524000000.000000,-2000000.000000,5000000.000000,270000000.000000,1818000000.000000,123000000.000000,,3785000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2017-12-31,1045,31/12/2017,/2017/6201_10K_2017_0000006201-18-000009.json,True,Yes,False,test,2011-11-29,,,2018-02-21,6201__2017,[],2018,0000006201-18-000009,10-K,a10k123117.htm,1,600,42207000000.000000,,,,1477000000.000000,-15000000.000000,4806000000.000000,1919000000.000000,-974000000.000000,4058000000.000000,3.920000,3.900000,4091000000.000000,51396000000.000000,9146000000.000000,651000000.000000,295000000.000000,4771000000.000000,1752000000.000000,1359000000.000000,34156000000.000000,1688000000.000000,7497000000.000000,22511000000.000000,7497000000.000000,3926000000.000000,4744000000.000000,-3626000000.000000,27000000.000000,272000000.000000,2017000000.000000,947000000.000000,,3926000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2018-12-31,1045,31/12/2018,/2018/6201_10K_2018_0000006201-19-000009.json,True,Yes,False,test,2011-11-29,,,2019-02-25,6201__2018,[],2019,0000006201-19-000009,10-K,a10k123118.htm,1,510,44541000000.000000,,,,1520000000.000000,166000000.000000,5088000000.000000,1412000000.000000,-772000000.000000,2656000000.000000,3.040000,3.030000,4091000000.000000,60580000000.000000,8637000000.000000,495000000.000000,275000000.000000,18096000000.000000,1706000000.000000,1522000000.000000,34098000000.000000,1773000000.000000,6907000000.000000,21179000000.000000,6907000000.000000,-169000000.000000,3533000000.000000,7000000.000000,-3000000.000000,458000000.000000,2159000000.000000,1207000000.000000,,-169000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2019-12-31,1045,31/12/2019,/2019/6201_10K_2019_0000006201-20-000023.json,True,Yes,False,test,2011-11-29,,,2020-02-19,6201__2019,[],2020,0000006201-20-000023,10-K,a10k123119.htm,1,435,45768000000.000000,,,,1602000000.000000,159000000.000000,5087000000.000000,1686000000.000000,-809000000.000000,3065000000.000000,3.800000,3.790000,4091000000.000000,59995000000.000000,8206000000.000000,621000000.000000,280000000.000000,18311000000.000000,1750000000.000000,1851000000.000000,34995000000.000000,2062000000.000000,6052000000.000000,21454000000.000000,6052000000.000000,-118000000.000000,3815000000.000000,1096000000.000000,-2000000.000000,376000000.000000,2318000000.000000,54000000.000000,,-118000000.000000
6201,AMERICAN AIRLINES GROUP INC.,2020-12-31,1045,31/12/2020,/2020/6201_10K_2020_0000006201-21-000014.json,True,Yes,False,test,2011-11-29,,,2021-02-17,6201__2020,[],2021,0000006201-21-000014,10-K,aal-20201231.htm,1,334,17337000000.000000,,,,513000000.000000,154000000.000000,2969000000.000000,-8885000000.000000,-1032000000.000000,-657000000.000000,-18.360000,-18.360000,4091000000.000000,62008000000.000000,11095000000.000000,666000000.000000,245000000.000000,16569000000.000000,1342000000.000000,1614000000.000000,16757000000.000000,1196000000.000000,7069000000.000000,29796000000.000000,7069000000.000000,-6867000000.000000,-6543000000.000000,153000000.000000,88000000.000000,1599000000.000000,2370000000.000000,351000000.000000,,-6867000000.000000
65695,ANR PIPELINE CO,2003-12-31,1048,31/12/2003,/2003/65695_10K_2003_0000950129-04-001308.json,True,Yes,False,train,,,,2004-03-15,65695__2003,[],2004,0000950129-04-001308,10-K,h11511e10vk.txt,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65695,ANR PIPELINE CO,2004-12-31,1048,31/12/2004,/2004/65695_10K_2004_0000950129-05-002955.json,True,Yes,False,train,,,,2005-03-29,65695__2004,[],2005,0000950129-05-002955,10-K,h22337e10vk.htm,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65695,ANR PIPELINE CO,2005-12-31,1048,31/12/2005,/2005/65695_10K_2005_0000950129-06-002343.json,True,Yes,False,train,,,,2006-03-07,65695__2005,[],2006,0000950129-06-002343,10-K,h31028e10vk.htm,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65695,ANR PIPELINE CO,2006-12-31,1048,31/12/2006,/2006/65695_10K_2006_0000950134-07-003823.json,True,Yes,False,train,,,,2007-02-22,65695__2006,[],2007,0000950134-07-003823,10-K,h42902e10vk.htm,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,CECO ENVIRONMENTAL CORP,2013-12-31,1050,31/12/2013,/2013/3197_10K_2013_0001193125-14-098407.json,True,Yes,False,train,,,,2014-03-14,3197__2013,[],2014,0001193125-14-098407,10-K,d661608d10k.htm,1,543,197317000.000000,37098000.000000,61555000.000000,135762000.000000,,982000.000000,1499000.000000,6557000.000000,982000.000000,6972000.000000,0.330000,0.320000,132220000.000000,348536000.000000,124772000.000000,10302000.000000,22661000.000000,59333000.000000,44364000.000000,25376000.000000,21665000.000000,34356000.000000,59333000.000000,79160000.000000,10302000.000000,170406000.000000,24181000.000000,-105594000.000000,81080000.000000,104432000.000000,6647000.000000,215000.000000,-972000.000000,170406000.000000
3197,CECO ENVIRONMENTAL CORP,2014-12-31,1050,31/12/2014,/2014/3197_10K_2014_0001193125-15-095828.json,True,Yes,False,train,,,,2015-03-18,3197__2014,[],2015,0001193125-15-095828,10-K,d864880d10k.htm,1,514,263217000.000000,51440000.000000,84823000.000000,178394000.000000,10151000.000000,-2311000.000000,10151000.000000,13077000.000000,-2311000.000000,21663000.000000,0.510000,0.500000,167547000.000000,414365000.000000,142967000.000000,27884000.000000,19362000.000000,75351000.000000,58394000.000000,23416000.000000,18961000.000000,51462000.000000,75351000.000000,103541000.000000,27884000.000000,181224000.000000,18250000.000000,18250000.000000,18250000.000000,44399000.000000,11268000.000000,7738000.000000,-6621000.000000,181224000.000000
